observation_date,NDX_1x_USD,Gold_1x_USD,NDX_2x_USD_standard,NDX_Gold_200_daily_USD_standard,NDX_Gold_200_monthly_USD_standard,NDX_1x_JPY_unhedged,Gold_1x_JPY_unhedged,NDX_2x_JPY_hedged_standard,NDX_Gold_200_JPY_unhedged_standard,SP500_1x_USD,SP500_2x_USD_standard,SP500_Gold_200_daily_USD_standard
1986-02-03,0.009854810802678138,0.0,0.019397716843451516,0.009566318739186074,0.009566318739186074,0.0059162194968953585,-0.003900156006240274,0.01911993906567374,0.001727571427163021,,,
1986-02-04,0.002681764004767384,0.0,0.005052416898423656,0.0023940655920689714,0.0023948319286802204,0.005299048692850805,0.002610284521012751,0.004775432771439529,0.007621634801165143,,,
1986-02-05,0.008320950965824636,0.0,0.016329600344347685,0.008032062076935747,0.008036822382884824,0.0009705248718274717,-0.007289768289508003,0.016051425741173082,-0.00660813230656942,,,
1986-02-06,0.006778661951075682,0.0,0.013241450886278348,0.006486201633615365,0.006491991365498276,0.005880931174617743,-0.0008916863362182781,0.012959704854532315,0.004696784520939148,,,
1986-02-07,0.00570843091334905,0.0,0.011096623731460004,0.005411605516523653,0.005418108424659656,0.010301912301918126,0.004567408651827032,0.010810512620348892,0.014572495556919762,,,
1986-02-10,0.0051666424101295405,0.0,0.010013443550417812,0.004870213838700969,0.004877593163020488,-0.01164304275168071,-0.01672328194408146,0.009727729264703527,-0.028662753267190737,,,
1986-02-11,0.0009411424020848713,0.0,0.0015660149628999014,0.0006482852592277285,0.0006499005608358829,-0.0027827948803040847,-0.00372043582248216,0.0012838721057570443,-0.006796087845643388,,,
1986-02-12,0.002893099956603473,0.0,0.005469930071937105,0.0026002428137463303,0.0026060517890426284,-0.001012538682864772,-0.003894371832488641,0.005187787214794248,-0.0051997676582105565,,,
1986-02-13,0.0036059425933938627,0.0,0.0068960121709147094,0.003313482275933545,0.0033217570098824697,-0.020151224642375065,-0.02367180805484137,0.006614266139168678,-0.04411549301467675,,,
1986-02-14,0.0071859729807415285,0.0,0.014059247548784645,0.006896687266455814,0.006915217331903499,0.005528508406445143,-0.001645639056500392,0.013780676120213217,0.0035935836356590367,,,
1986-02-18,0.004138127853881457,0.0,0.007963557295064502,0.003848842139595743,0.0038606284938462595,-0.001103252483817374,-0.005219780219780201,0.0076849858664930736,-0.0066123184178832894,,,
1986-02-19,-0.007815830609634977,0.0,-0.01594674058434932,-0.008107497276301645,-0.008131925287293795,-0.016858105558511527,-0.009113504556752305,-0.0162276929653017,-0.026263276781930498,,,
1986-02-20,0.002148381552563805,0.0,0.003980493263857769,0.0018555244097066621,0.0018629258746570418,0.011644770898379564,0.009476031215161607,0.0036983504067149117,0.02082794497068403,,,
1986-02-21,0.008646562812633984,0.0,0.01698201451415686,0.008358864399935571,0.0083911250864171,0.01911732779379216,0.010381004969630014,0.016705030387172734,0.029210634350723765,,,
1986-02-24,-0.006730428622033435,0.0,-0.013773555656765283,-0.007019714336319149,-0.0070465371066286515,-0.011235914162768368,-0.004536014865012428,-0.014052127085336711,-0.01606121474206651,,,
1986-02-25,-0.005706134094151105,0.0,-0.011726157077191098,-0.005996610284627296,-0.006021174732371333,-0.012256519156391255,-0.006587976942080798,-0.012005918981953002,-0.01913497228894824,,,
1986-02-26,-0.0037302725968436645,0.0,-0.007775227733369869,-0.004021542438113506,-0.004038788357299615,-0.0026291178829411788,0.0011052777010225334,-0.008055783288925424,-0.0018151100231884867,,,
1986-02-27,0.011880760368663701,0.0,0.023448425499232164,0.011591077828981161,0.011649702632160315,0.006294888106070928,-0.005520287054926909,0.02316945724526391,0.0004849185114614797,,,
1986-02-28,-0.0007115918309257285,-0.023054755043227626,-0.0017358820745498698,-0.02405563258843907,-0.022925098686219374,0.001507200082855098,-0.02088557326147511,-0.0020144535031212983,-0.019667658892905726,,,
1986-03-03,-0.004913480025635519,0.0,-0.010137674336985324,-0.005200781612937107,-0.005200781612937106,-0.00987375622600628,-0.004984768762115843,-0.010414261638572626,-0.015145826575423712,,,
1986-03-04,0.005724917704307941,0.0,0.011144279853060327,0.005442774847165084,0.005444428223960339,0.0020860577181804896,-0.003618146395769628,0.010872851281631755,-0.0018142315347319956,,,
1986-03-05,-0.002063469474882562,0.0,-0.004432891330717506,-0.0023460091574222445,-0.002347180908476735,0.011595438345153974,0.01368715083798877,-0.004704716727542903,0.025000049500603066,,,
1986-03-06,0.0039215686274509665,0.0,0.007543534080298758,0.00364537815126049,0.003648720877583785,-0.007973892229804491,-0.011848994213281783,0.007278057889822568,-0.02009907691927675,,,
1986-03-07,-0.0019176136363636687,0.0,-0.004131655844155909,-0.002190629509379542,-0.0021927858328633504,-0.0010826311603207017,0.0008365867261570514,-0.004393957431457496,-0.0005190603071795234,,,
1986-03-10,0.01359140397068237,0.0,0.026886379369936167,0.013318388097666497,0.013337423807437456,0.020651806617455026,0.0069657286152131626,0.026624077782634578,0.027344519359652316,,,
1986-03-11,0.020359449592810996,0.0,0.04042405791578072,0.020088021021382428,0.020121645835875477,0.015842086229920893,-0.004427227448810078,0.040163343630066434,0.011143430209682243,,,
1986-03-12,0.008806935461675991,0.0,0.017317045526526586,0.008533522763263293,0.00855012433214522,0.01048921495383004,0.0016675931072818173,0.017054347113828174,0.011883395362699159,,,
1986-03-13,0.0026599372527622567,0.0,0.005024239584889592,0.0023877150305400344,0.002393407749097654,0.000990692074206212,-0.0016648168701441923,0.004762731648381656,-0.0009463470181602025,,,
1986-03-14,-6.802258349769552e-05,0.0,-0.0004296959606461847,-0.0003382606787357908,-0.00033842438409004795,-0.01535325292199341,-0.015286270150083325,-0.0006892197701699942,-0.03090976116731483,,,
1986-03-17,-0.004285714285714226,0.0,-0.008865873015872897,-0.004556746031745973,-0.0045682222177450375,-0.012267166646506178,-0.00801580581428174,-0.009126190476190357,-0.020554004206819663,,,
1986-03-18,0.008608321377331363,0.0,0.01692299196101193,0.008338083282093267,0.008363584066411456,0.0044184615093212365,-0.004154100039833741,0.01666346815148812,-5.8766257506000816e-06,,,
1986-03-19,-0.001083790557474762,0.0,-0.0024592477816161905,-0.0013520445257287302,-0.0013555189062756403,0.01090320395583566,0.01200000000000001,-0.002716787464155873,0.022634949987581705,,,
1986-03-20,0.002237743269817738,0.0,0.004185803999952936,0.0019714734285478965,0.00197925794877399,-0.001893445621130696,-0.004121964991530169,0.00393024844439738,-0.006281680453930707,,,
1986-03-21,0.0013531799729362692,0.0,0.002417867882380475,0.001088100607856904,0.0010931582656533588,-0.0018830354411623063,-0.003231842150025477,0.0021635028030153954,-0.005379956956267148,,,
1986-03-24,-0.006148648648648614,0.0,-0.01258578936078929,-0.0064137280137279784,-0.006438312264344189,0.011376602711927086,0.017633674630261664,-0.01284015444015437,0.028745197977109387,,,
1986-03-25,0.002719423482221872,0.0,0.0051515453771421565,0.002455534593332983,0.002467203704761803,0.010005813926754481,0.007266629401900371,0.004898370773967553,0.017008554439765965,,,
1986-03-26,-0.0016272289646755977,0.0,-0.003542949992843259,-0.001892308329754963,-0.001899701974312358,-0.0038433727405585705,-0.00221975582685896,-0.0037973150722083386,-0.006328207932496895,,,
1986-03-27,0.007674023769100202,0.0,0.01506233325248612,0.007411722181798615,0.0074486951268521225,0.006104787247101617,-0.0015572858731924821,0.014810745950898818,0.004285199786607548,,,
1986-03-31,0.0032349373230895484,0.020648967551622377,0.006184160360464811,0.02362160328741034,0.02263011932960849,-0.007494848102825857,0.009732935813102417,0.00593257305887751,0.001975786122974972,,,
1986-04-01,-0.002754265753056706,0.0,-0.005793848966430873,-0.003016170514961468,-0.003016170514961468,0.0003340515545773304,0.003096846846846857,-0.006045039442621349,0.0031689936395194254,,,
1986-04-02,0.003166049174806229,0.0,0.0060463840638981725,0.0029037475875046416,0.00290457929944498,0.010767924933357875,0.007577883805781616,0.005794796762310871,0.018083507151837905,,,
1986-04-03,-0.0014101531023367198,0.0,-0.0031056236649908996,-0.0016720578642414818,-0.0016727960486555642,0.0008151167514742763,0.0022284122562674646,-0.0033568141411813757,0.002781624245836979,,,
1986-04-04,-0.01129715553762356,0.0,-0.022875660281596325,-0.011555092045560067,-0.011563979505996854,-0.008824024464760494,0.002501389660922726,-0.023122882503818547,-0.006580571311774276,,,
1986-04-07,-0.006597293069441568,0.0,-0.013476332170629166,-0.006855626402774901,-0.006862598797695419,0.007173190808165142,0.013861935126143532,-0.013723951218248213,0.02077679260097534,,,
1986-04-08,0.019649459126386493,0.0,0.03902153730039203,0.01939549087241824,0.019421512223898478,0.004035466861940895,-0.015313098167897055,0.038778283332138064,-0.011531599559924414,,,
1986-04-09,0.0008728933055797139,0.0,0.0014731675635403802,0.0006236869563733648,0.0006250383510588229,0.0008728933055797139,0.0,0.0012346755000483167,0.0006236869563733648,,,
1986-04-10,0.018113511337716215,0.0,0.03595400680241656,0.01786390816311304,0.017896444778092283,0.011045242028234759,-0.006942515967786722,0.035715117913527675,0.003853122885844862,,,
1986-04-11,0.005930416447021747,0.0,0.011590197973408574,0.005683194224799524,0.005695113741253235,0.0033987123787824203,-0.002516778523490082,0.011353690036900638,0.0006347116330701162,,,
1986-04-14,0.008319140573824324,0.0,0.016369630353997855,0.008073902478586229,0.00809257342382304,0.012672410763013398,0.004317353518362932,0.016135106544474045,0.016744526186138236,,,
1986-04-15,0.006431494835314577,0.0,0.012598307130946616,0.006190224994044736,0.006206108140337943,0.0015431775033207806,-0.004857079053148805,0.012367751575391061,-0.0035551713910978657,,,
1986-04-16,0.025690679060160093,0.0,0.05111826288222495,0.025450996520477553,0.025520210763460942,0.015620784595333781,-0.009817671809256634,0.0508892946282567,0.005563430246394607,,,
1986-04-17,0.0010069225928257541,0.0,0.0017479721697784925,0.0007644622753654367,0.0007673428919328013,-0.0066495042938614635,-0.007648725212464513,0.0015162261380324608,-0.014540689823786295,,,
1986-04-18,-0.008801710046523414,0.0,-0.01787048358511032,-0.009045360840174209,-0.00907265400298446,-0.016441548421842755,-0.007707679132172407,-0.01810342009304683,-0.024392878347665955,,,
1986-04-21,0.005518203729544702,0.0,0.010769343967025911,0.005274552935893908,0.005293177787857613,-0.004895678702637074,-0.010356731875719283,0.010536407459089403,-0.015496061372007151,,,
1986-04-22,-0.0042263294013750174,0.0,-0.008722896897988129,-0.004473154798200415,-0.004488368579504207,-0.01493668574211604,-0.010755813953488347,-0.00895900800909924,-0.025939325092429782,,,
1986-04-23,-0.0025338907893069917,0.0,-0.005343575229407635,-0.002786271741687944,-0.0027960625194769677,-0.007223710873753508,-0.0047017337643256996,-0.005585241896074302,-0.01217782559046016,,,
1986-04-24,0.015178458021084529,0.0,0.030080328740581756,0.014925283417909926,0.014987937863547164,0.013080362595590866,-0.0020667257159727725,0.029837868423121437,0.010760462276443492,,,
1986-04-25,0.0038160775727245078,0.0,0.007354377367671238,0.0035617124933594283,0.0035781839617397204,-0.001529688520858108,-0.005325443786982298,0.007110726574020444,-0.007109497387205485,,,
1986-04-28,-0.003489966346753137,0.0,-0.007256123169696751,-0.003742744124530915,-0.0037586388390360922,-0.009121641135394265,-0.005651397977394335,-0.007498186661760243,-0.015025816890566377,,,
1986-04-29,-0.010318949343339656,0.0,-0.020913692337472964,-0.010571330295720608,-0.010621122505444528,-0.006174308389348182,0.004187855219862424,-0.02115535900413963,-0.00223883412186671,,,
1986-04-30,-0.021105845181674576,-0.017341040462427793,-0.04248788083953963,-0.03869966342188015,-0.037862743513391216,-0.022563834688404283,-0.018804637363734944,-0.042729944331603126,-0.04162124982991701,,,
1986-05-01,-0.004518752824220429,0.0,-0.009314092950028158,-0.004771927427395032,-0.004771927427395032,0.007657479614385565,0.012231503579952285,-0.009556553267488475,0.019635808591163248,,,
1986-05-02,0.005187731016146779,0.0,0.010097287429118956,0.004932969111384874,0.004934288810635314,0.00666899793482667,0.0014736221632773994,0.009853239810071336,0.007887858193342165,,,
1986-05-05,0.013741048964582836,0.0,0.027207494754562498,0.01348985848839236,0.013496820397332894,-0.011796394764483797,-0.02519128899352563,0.026967018564086308,-0.03723887423419991,,,
1986-05-06,-6.363752068216932e-05,0.0,-0.00040148139057068785,-0.0003144311714758201,-0.0003144787563503151,0.0037400088285628463,0.0038038884192730382,-0.000641560755650053,0.007293103597042234,,,
1986-05-07,-0.005600458219308879,0.0,-0.011474725962427282,-0.005850855044705705,-0.0058564490987324585,-0.012479011440649113,-0.006917293233082766,-0.011714408502109822,-0.019646701499128703,,,
1986-05-08,0.005824000000000051,0.0,0.01137419047619058,0.005573603174603226,0.00558092168639078,-0.0031924719563899417,-0.008964264082374274,0.01113450793650804,-0.012407132864161041,,,
1986-05-09,0.004772206668363532,0.0,0.009270206987520716,0.0045214130175698815,0.004528564864107829,-0.003026721961808976,-0.007761887299841175,0.00903012762244135,-0.011039402912443801,,,
1986-05-12,-0.0010132353872458477,0.0,-0.002303851726872648,-0.0012672036412141017,-0.0012689682438558922,-0.008397184371140454,-0.007391438250692883,-0.0025471056951266165,-0.01604259087580159,,,
1986-05-13,-0.004437400950871528,0.0,-0.009150595552536707,-0.004689781903252481,-0.004698648079928051,0.006991645330486795,0.011479987589202656,-0.009392262219203373,0.0182192519673085,,,
1986-05-14,-0.0003183699458771949,0.0,-0.0009125335425480406,-0.0005707508982581473,-0.0005714707521666399,0.0015215348947132945,0.0018404907975460016,-0.0011542002092147072,0.003109644739878344,,,
1986-05-15,-0.007898089171974543,0.0,-0.01607514659791734,-0.008153644727530098,-0.00817350746817362,-0.006075489213319352,0.001837109614206911,-0.01631998786775861,-0.004493935154667996,,,
1986-05-16,-0.004879301489470911,0.0,-0.010039158534497376,-0.005136444346613768,-0.00515007353157548,0.00606945925208735,0.011002444987775029,-0.010285587105925947,0.016814761382719524,,,
1986-05-19,0.0020000000000000018,0.0,0.003719841269841273,0.00174325396825397,0.0017493863674583365,0.018659613059250457,0.01662636033857323,0.0034738095238095266,0.03502922736607766,,,
1986-05-20,0.01094585023501371,0.0,0.021610351263678215,0.010687913727077203,0.010724222673948612,0.013651325302547201,0.00267618198037467,0.021363129041455993,0.016069570774985366,,,
